X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,ENGLISH_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,COMMUNITY,POSTAL_CODE,OBJECTID
-77.5876,44.0974637,321013776,5747597,Pharmasave #9789,4-290 Dundas Street West,,Trenton,K8V3R9,2296753
-79.1293577,44.0967108,321013298,4977555,Shoppers Drug Mart #931,232 Toronto Street South,,Uxbridge,L9P0C4,2300241
-79.1277279,44.0962751,321014109,6213518,Rexall #6929,Unit C-2 Elgin Park Drive,,Uxbridge,L9P0B1,2350321
-78.9437807,44.0946822,321017243,9794190,Port Perry Pharmasave,3-14500 Simcoe Street,,Port Perry,L9L1V4,2430753
-77.5956652,44.0946566,321014941,7355471,Dundas Quinte Pharmacy,469-B Dundas Street West,,Trenton,K8V3S4,2309505
-78.9639581,44.0946169,321012202,2747479,Wal-Mart Pharmacy,1535 Highway 7A,,Port Perry,L9L1B5,2330625
-79.1318962,44.091874,321015273,7808072,Trail Capital Pharmacy,A35-2 Douglas Road,,Uxbridge,L9P1S9,2327713
-80.2090663,44.0903414,321016631,9343338,Pharmasave Shelburne Pharmacy,105-303 Col. Philips Drive,,Shelburne,L9V3X7,2350849
-79.1306833,44.089793,321011722,1429154,Drugstore Pharmacy #552,323 Toronto Street South,,Uxbridge,L9P1N2,2389841
-79.6761612,44.0888881,321016838,9534676,Bond Head Pharmacy,2914 County Road 27,Po Box 241,Bond Head,L0G1B0,2282289
-78.321141,44.088355,321015747,8418198,Bewdley Pharmacy,7147 Lake Street,,Bewdley,K0L1E0,2395809
-79.1325659,44.0879272,321013873,5906273,Wal-Mart Pharmacy,6 Welwood Road,,Uxbridge,L9P1X4,2371601
-77.5996561,44.087525,321012588,3602113,Wal-Mart Pharmacy,2nd Dug Hill Road,Rr#4,Trenton,K8V5P7,2287601
-80.1899823,44.0816988,321014985,7420757,Shelburne Town Pharmacy,103-712 Main Street East,,Shelburne,L9V2X4,2338513
-80.1869904,44.0806909,321014142,6260832,Drugstore Pharmacy #4167,101 Second Line,,Shelburne,L9V3J4,2430353
-79.7802345,44.0799664,321016184,8925078,Shoppers Drug Mart #1501,50 Main Street East,Po Box 517,Beeton,L0G1A0,2359921
-79.7858724,44.0788839,321014628,6965830,Bee Town Pharmacy,34 Main Street West,P.O. Box 310,Beeton,L0G1A0,2290625
-80.2038073,44.0787208,321013057,4538833,Caravaggio IDA Drugs,128 Main Street East,Po Bx 910,Shelburne,L9V3K5,2317249
-79.7843606,44.0787084,321014535,6842312,Beeton Pharmacy,1 Main Street West,,Beeton,L0G1A0,2425953
-79.4827385,44.0748082,321015591,8237393,Shoppers Drug Mart #1452,18293 Yonge Street,,East Gwillimbury,L9N0A2,2270353
-79.4818979,44.0731891,321013094,4608712,Elite Care Pharmacy,2-181 Green Lane East,,East Gwillimbury,L9N0C9,2272017
-81.5794462,44.0715175,321016207,8949551,Ripley Pharmacy,32 Queen Street,,Ripley,N0G2R0,2306641
-79.4349097,44.0714152,321017192,9762633,New Care Pharmacy,17730 Leslie Street,,Newmarket,L3Y3E4,2305153
-79.4889152,44.0707844,321013787,5760198,Costco Pharmacy #510,18182 Yonge Street,,East Gwillimbury,L9N0J3,2370065
-79.4862825,44.0698504,321011881,1875554,Loblaw Pharmacy,18120 Yonge Street,,Newmarket,L3Y8V1,2409041
-79.4316628,44.0680504,321016877,9553235,Shoppers Drug Mart #659,1111 Davis Drive Rural Route 5,,Newmarket,L3Y8X2,2350001
-79.4316628,44.0680504,321012461,3339596,Wal-Mart Pharmacy,1111 Davis Drive,,Newmarket,L3Y8X2,2404513
-79.4824252,44.06765,321016378,9121238,Taurus Drug Store,18-18025 Yonge Street,,Newmarket,L3Y8C9,2339505
-79.4241641,44.066792,321017261,9808078,York Davis Compounding Phcy,7-47 Harry Walker Parkway South,,Newmarket,L3Y8T3,2414945
-79.4313233,44.0664286,321012304,2996832,Metro Pharmacy #598,1111 Davis Drive,,Newmarket,L3Y2R9,2372193
-79.4856766,44.0662604,321014864,7251653,Wal-Mart Pharmacy,17940 Yonge Street,,Newmarket,L3Y8S4,2304961
-79.4498484,44.0621577,321017057,9676111,York Davis Pharmacy,202-679 Davis Drive,,Newmarket,L3Y5G8,2293409
-79.4480011,44.0617457,321013004,4445078,Medi-Mart Pharmacy,712 Davis Drive,,New Market,L3Y8C3,2307409
-79.4523934,44.0614302,321015215,7731476,Optimum Pharmacy,103-615 Davis Drive,,Newmarket,L3Y2R2,2285089
-79.4563658,44.0605728,321015268,7806038,Dixon Medical Pharmacy,106-531 Davis Drive,,Newmarket,L3Y6P5,2274337
-79.4810593,44.0602657,321011725,1438153,Total Health Pharmacy #125,17725 Yonge Street,,Newmarket,L3Y7C1,2296305
-79.4527525,44.0602159,321013355,50704,Guardian At Southlake,596 Davis Drive,,Newmarket,L3Y2P9,2276401
-79.4559919,44.0601021,321012667,3779478,Skycare Pharmacy,"540 Davis Drive Unit 1,2",,Newmarket,L3Y2P5,2315793
-79.4280818,44.059533,321011943,2035915,York Pharmacy,#B-17215 Leslie Street,,Newmarket,L3Y8E4,2441009
-79.4673702,44.0580526,321017281,9840292,Davis Drive Pharmacy,291 Davis Drive,,Newmarket,L3Y2N6,2441713
-79.471095,44.0565426,321013274,4950155,M.D. Care Pharmacy,4-200 Davis Drive,,Newmarket,L3Y2N4,2270225
-79.4299576,44.0558648,321013421,5164430,Holy Family Pharmacy,2-17120 Leslie Street,,Newmarket,L3Y8K7,2288865
-79.4845343,44.0556379,321016566,9287318,Shoppers Drug Mart #660,B3-17600 Yonge Street,,Newmarket,L3Y4Z1,2283009
-79.475132,44.0545495,321013415,5153950,Newmarket Pharmacy,130 Davis Drive Unit 24,,Newmarket,L3Y2N1,2365841
-79.4812828,44.0539389,321011678,137033,St George Medcare & Pharmacy,17480 Yonge Street Unit C2B,,Newmarket,L3Y8A7,2432225
-79.4785905,44.0537886,321016644,9350356,Shoppers Drug Mart #981,20 Davis Drive,,Newmartket,L3Y2M7,2261057
-79.4572793,44.0534948,321017215,9772873,Robins Procare Pharmacy,191 Main Street South,,Newmarket,L3Y3Y9,2315857
-77.5930117,44.0531152,321016575,9296594,County Gate Pharmacy,21936 Loyalist Parkway,,Carrying Place,K0K1L0,2391057
-79.4817294,44.0497739,321013028,4486032,Canadian Add. Treatm. Phcy. Lp,8-17310 Yonge Street,,Newmarket,L3Y7R8,2316097
-79.4359312,44.0462031,321012837,4150439,College Manor Phcy & Wellness,883 Mulock Drive,,Newmarket,L3Y8S3,2353761
-77.7219749,44.0428817,321015867,8548510,Drugstore Pharmacy #4287,155 Elizabeth Street,,Brighton,K0K1H0,2294513
-77.737998,44.042355,321013572,5404430,Brighton Remedy's Rx,24 Main Street,,Brighton,K0K2H0,2445569
-77.7372919,44.0419602,321013930,5991750,Rexall Pharma Plus #547,1 Main Street,,Brighton,K0K1H0,2363009
-77.7348971,44.0417269,321015636,8285072,Brighton Pharmachoice,19 Elizabeth Street,,Brighton,K0K1H0,2393649
-79.4515023,44.0415984,321015920,8611157,Cardinal Pharmacy,101-535 Mulock Drive,,Newmarket,L3Y5H2,2275041
-79.475922,44.0408623,321014956,7388436,Healthshield Phar-Quaker Hill,16925 Yonge Street,,Newmarket,L3Y5Y1,2376529
-77.73737,44.040586,321015155,7635794,Brighton Clinic Pharmacy,46 Prince Edward Street,Units 4-5,Brighton,K0K1H0,2351681
-79.4528932,44.0403406,321014450,6716191,Mulock Medical Pharmacy,16700 Bayview Avenue,,Newmarket,L3X1W1,2359265
-79.4776315,44.0397427,321014129,6245191,Rexall #6966,16900 Yonge Street,,Newmarket,L3Y0A3,2389921
-81.1104278,44.0388542,321013194,4794315,Stewart's Pharmacy,1024 Highway 9,Po Box 220,Mildmay,N0G2J0,2319537
-79.2965587,44.0386803,321015938,8638995,Ballantrae Pharmacy,9-15301 Highway 48,,Stouffville,L4A7X4,2435537
-79.4754823,44.037058,321011461,102864,Pharmalinx Pharmacy,11-16775 Yonge Street,,Newmarket,L3Y8J4,2409489
-79.4739885,44.0358268,321014891,7287955,United Care Specialty Pharmacy,16715 Yonge Street,Unit 22B,Newmarket,L3X1X4,2413153
-79.449734,44.0344042,321013308,4988115,Shoppers Drug Mart #998,665 Stone Haven Avenue,,Newmarket,L3X2G2,2323537
-79.4772403,44.0339949,321013205,4814758,Metro Pharmacy #569,16640 Yonge Street Unit #12,,Newmarket,L3X2N8,2312465
-79.4747962,44.0337725,321016292,9050279,Shoppers Drug Mart #858,16639 Yonge Street,,Newmarket,L3X1V6,2299025
-79.8110844,44.0326552,321016083,8812519,Foodland Pharmacy,260 Queen Street North,,Tottenham,L0G1W0,2333265
-79.4302038,44.02651,321015394,7995271,Aurora IDA Pharmacy,B1-25 William Graham Drive,,Aurora,L4G3G3,2286913
-79.7948856,44.025201,321015577,8211918,Tottenham Medical Pharmacy,2-120 Mill Street East,,Tottenham,L0G1W0,2266513
-79.4477535,44.0250253,321016830,9530518,Aurora North Pharmacy,1B-16015 Bayview Avenue,,Aurora,L4G3L4,2275633
-79.4494615,44.0222759,321015110,7577794,Loblaw Pharmacy,15900 Bayview Avenue,,Markham,L4G7Y3,2316065
-79.4211834,44.0198572,321015877,8558795,Meadow's Arbor Pharmacy,29-555 William Graham Drive,,Aurora,L4G7C4,2355585
-79.8038831,44.0198334,321012085,2406033,Tottenham Pharmacy,55 Queen Street South,,Tottenham,L0G1W0,2443905
-79.447267,44.0162693,321015487,8103651,Shoppers Drug Mart #1279,446 Hollandview Trail,,Aurora,L4G3H1,2398657
-79.4129944,44.015431,321015593,823951,Wal-Mart Pharmacy,135 First Commerce Drive,,Aurora,L4G0G2,2324481
-79.4495721,44.0152105,321011761,153675,Hollandview Pharmacy,372 Hollandview Trail,,Aurora,L4G7H2,2305249
-79.4497261,44.0151786,321015104,7572879,The Compounding Pharmacy,203-372 Hollandview Trail,,Aurora,L4G0A5,2346833
-79.4481901,44.0125644,321012276,2938192,Lighthouse IDA Compounding Phm,130 Holidge Boulevard,,Aurora,L4G8A3,2356225
-79.4448249,44.0123488,321012376,3162311,Family Drug Mart,9 Borealis Avenue#Unit 5,,Aurora,L4G0R5,2396833
-79.8023101,44.0103513,321014772,7141835,Well Health Pharmacy,6668 3rd Line,"Building A, Unit B",Tottenham,L0G1W0,2344049
-77.1385973,44.0101766,321016006,8719639,Picton Clinic Pharmacy,1-389 Main Street East,,Picton,K0K2T0,2373953
-79.4732445,44.0093407,321015763,843476,Care Drugs,103-24 Orchard Heights Boulevard,,Aurora,L4G3W3,2433169
-77.1414883,44.0076328,321012794,4078679,County Drugstore,219 Main Street,,Picton,K0K2T0,2312081
-77.1439478,44.0061068,321014570,6888914,Main Street Pharmacy,130 Main Street,,Picton,K0K2T0,2263441
-79.6777744,44.0058007,321015035,7485394,Schomberg Village Pharmacy,50 Drive Kay Drive,Units 11A & 11B,Schomberg,L0G1T0,2404081
-79.6778774,44.0054312,321015422,8019976,Brownsville Guardian Drugs,17250 Highway 27,Unit 12,Schomberg,L0G1T0,2431233
-77.8876314,44.0053827,321013160,4721876,Downey Pharmacy,3 King Street East,Po Bx 460,Colborne,K0K1S0,2291153
-77.1467386,44.005217,321014058,6148439,Pharma Plus #2261,97 Main Street,,Picton,K0K2T0,2314081
-79.4690782,44.0047086,321015482,8097230,Wellness Clinical Pharmacy,2-15450 Yonge Street,,Aurora,L4G0K1,2445761
-79.4695941,44.0034751,321015954,8653511,Shoppers Drug Mart #955,15408 Yonge Street,,Aurora,L4G1N9,2274977
-79.4526735,44.0033378,321016082,8812190,Wellington Pharmacy,300 Wellington Street East Unit 2,,Aurora,L4G1J5,2374529
-77.1615002,44.0006184,321016657,9360835,Onemed Pharmacy,D2-23 George Wright Boulevard,,Picton,K0K2T0,2267089
-77.1601971,43.9998584,321012762,4003170,Drug Store Pharmacy #4080,13311 Loyalist Parkway City Road 33,,Picton,K0K2T0,2348577
-79.4896736,43.9987313,321015678,8337999,Amin's Specialty Pharmacy,6-69 Mcleod Drive,,Aurora,L4G5C1,2442385
-79.4753166,43.9986114,321011848,1746533,Pharmasave Aurora,126 Wellington Street West,,Aurora,L4G2N9,2410913
-81.286499,43.9962094,321017061,9677192,Teeswater Pharmacy,28 Clinton Street South,,Teeswater,N0G2S0,2340577
-79.4416924,43.9959117,321012858,4184395,Sobeys Pharmacy,1550 Bayview Avenue,,Aurora,L4G7T1,2355393
-79.465969,43.9939858,321014108,62112,Aurora Medical Centre Pharmacy,15017 Yonge Street Suite 204,,Aurora,L4G1M5,2269297
-79.4656407,43.9932957,321013664,5564230,Multicare Specialty Pharmacy,14987 Yonge Street,,Aurora,L4G1M5,2415281
-79.4659462,43.9908022,321012018,2235272,Enhanced Care Pharmacy,14872 Yonge Street,,Aurora,L4G1N2,2277649
-78.0324449,43.9904196,321013313,4998033,Grafton Healthcare Pharmacy,10739 County Road #2,,Grafton,K0K2G0,2290065
-80.7418084,43.9883622,321014363,6590110,Drugstore Pharmacy # 4198,504 Main Street North,,Mount Forest,N0G2L2,2334577
-79.4652689,43.9880755,321014283,6469396,Sparkle Pharmacy,121-14800 Yonge Street,,Aurora,L4G1N3,2372097
-79.4638403,43.9874726,321011904,1927954,Shoppers Drug Mart #970,14729 Yonge Street,,Aurora,L4G1N1,2278017
-79.2318069,43.984961,321012649,3735756,Wishing Well Pharmacy,102-12637 Tenth Line,,Stouffville,L4A7X3,2387217
-79.4627658,43.9844426,321014302,6499274,Allaura Pharmacy IDA,12-2 Allaura Boulevard,,Aurora,L4G3S5,2422929
-80.7361841,43.98246,321016211,8953554,Mount Forest Pharmacy,154 Main Street North,,Mount Forest,N0G2L0,2334241
-80.7352217,43.981176,321013090,4603478,Walsh's IDA Pharmacy Mt.Forest,129 Main Street South,P. O. Box 700,Mount Forest,N0G2L0,2403121
-78.6167988,43.9772113,321014462,6730834,Stutts Pharmacy,5344 Main Street Po Box 340,,Orono,L0B1M0,2356929
-78.1716706,43.9770789,321016344,9093312,Cobourg Drug Mart,6A-9 Elgin Street East,,Cobourg,K9A0A1,2448401
-78.194077,43.9769948,321016804,9516874,The Medicine Shoppe,6-1060 Burnham Street,,Cobourg,K9A5V9,2405169
-79.2300446,43.9756638,321016915,9579958,Shoppers Drug Mart #1425,12277 10th Line,,Stouffville,L4A7W6,2295377
-78.1991532,43.9745425,321013587,5431393,Wal-Mart Pharmacy,73 Strathy Road,,Cobourg,K9A5J7,2263217
-79.1311905,43.9726478,321015348,7926471,Claremont Compounding Pharmacy,5014 Old Brock Road,,Claremont,L1Y1B3,2280129
-78.1956559,43.9714953,321012466,3346631,Pharmasave Cobourg Pharmacy,995 Elgin Street West,Unit2,Cobourg,K9A5J3,2330593
-78.1973391,43.9714418,321015572,8207754,Metro Pharmacy #550,1111 Elgin Street West,,Cobourg,K9A4X5,2282161
-79.248551,43.9710898,321016926,9587271,Stouffville IDA Pharmacy,1-6212 Main Street,,Stouffville,L4A2S5,2274769
-79.2594273,43.9688426,321015296,7844238,Stouffville Pharmasave,208-5892 Main Street,,Stouffville,L4A2S8,2304849
-79.2647595,43.9682076,321013854,5871336,Shoppers Drug Mart #961,5710 Main Street,Unit 6&7,Stouffville,L4A8A9,2386385
-79.2686974,43.9670912,321013407,5143230,Metro Pharmacy #530,5612 Main Street,,Stouffville,L4A8B7,2310609
-78.1678926,43.9668979,321015810,8494471,York Super IDA Pharmacy,500 Division Street,,Cobourg,K9A3S4,2351137
-79.2631686,43.9667805,321015190,7683152,Rexall,101-5779 Main Street,,Stouffville,L4A4R2,2260977
-78.1676002,43.9658184,321017164,9741513,Pharmacy 101,464 Division Street,,Cobourg,K9A3S2,2337025
-79.2755084,43.9656718,321015833,8517517,Well Plus Compounding Pharmacy,5-5402 Main Street,,Stouffville,L4A1H3,2353185
-78.89793,43.9654418,321016404,9143018,Costco Pharmacy #1591,100 Windfields Farm Drive East,,Oshawa,L1L0R8,2413441
-79.2695132,43.9654158,321016836,9531919,Stouffville Apothecary,101-37 Sandiford Drive,,Stouffville,L4A3Z2,2311697
-78.1840526,43.9649363,321015495,8110796,Cobourg Care Pharmacy,5A-609 William Street,,Cobourg,K9A3A6,2295073
-78.1828233,43.9638323,321012233,2815957,A+ Compounding Pharmacy,541 William Street,Unit 2 & 3,Cobourg,K9A3A4,2323169
-78.2898315,43.9631107,321016753,9452754,Port Hope Community Pharmacy,101-249 Ontario Street,,Port Hope,L1A3Y9,2347121
-78.9060689,43.9628611,321015916,8606038,Windfields Pharmacy & Med Ctre,1-2620 Simcoe Street North,,Oshawa,L1L0R1,2442673
-79.2627747,43.962752,321016897,9569237,Mostar Pharmacy,100-175 Mostar Street,,Stouffville,L4A4W1,2402561
-78.3236308,43.9616812,321016438,9172450,Port Hope Guardian Pharmacy,6-181 Toronto Road,,Port Hope,L1A3V5,2432033
-78.3194265,43.9613167,321015161,7642955,Health Centre Pharmacy,5-15 Henderson Street,,Port Hope,L1A0C6,2291809
-79.2286567,43.9612634,321016168,8908113,Tenth Line Pharmacy,11719 Tenth Line,,Stouffville,L4A4W1,2448737
-81.5163925,43.9610915,321017092,9698213,Lucknow Pharmasave,622 Campbell Street,,Lucknow,N0G2H0,2300881
-78.3206516,43.9605282,321015441,8054437,Loblaw Pharmacy #4265,20 Jocelyn Street,,Port Hope,L1A3V7,2341633
-78.3206516,43.9605282,321011735,14781,Shoppers Drug Mart #4639,2-20 Jocelyn Street,,Port Hope,L1A3V5,2397217
-78.170528,43.9601362,321015016,7466191,Shoppers Drug Mart 1016,270 Spring Street,,Cobourg,K9A3K2,2339985
-78.9609255,43.9581692,321016230,8978314,Way Street Pharmacy,106-72 Baldwin Street,,Whitby,L1M0M2,2267201
-78.9601595,43.9575952,321015339,7909070,Brooklin Pharmacy,65 Baldwin Street,,Brooklin,L1M1A3,2388673
-78.316477,43.9564345,321013479,5260237,Community Care Pharmacy,102-99 Toronto Road,,Port Hope,L1A3S4,2304001
-78.9465869,43.9563104,321011770,1548757,Medical Centre Pharmacy,5959 Anderson Street,,Brooklin,L1M2E9,2395905
-79.2741016,43.9551278,321012223,279638,Wal-Mart Pharmacy,1050 Hoover Park Drive,,Stouffville,L4A0K2,2434945
-78.2942305,43.9538863,321013157,4720715,Port Hope Pharmasave,60 Ontario Street,,Port Hope,L1A2T8,2414929
-78.9609034,43.9528478,321011903,1927115,Shoppers Drug Mart #1221,5979 Baldwin Street South,,Brooklin,L1M2J7,2366097
-79.4553388,43.9523145,321014660,7007954,Pharmacare Medical Group,107 - 13311 Youge Street,,Richmond Hill,L4E3L6,2436785
-77.3493472,43.9518636,321011525,1165198,Wellington Pharmacy,274 Main Street,,Wellington,K0K3L0,2399617
-79.4556278,43.9517319,321014139,6254796,Rexall #6998,13291 Yonge Street,,Richmond Hill,L4E4L6,2376113
-79.4548103,43.951523,321013793,5768270,The Organic Compounding Pharma,B10-13237 Yonge Street,,Richmond Hill,L4E3L2,2409057
-79.8368864,43.9504354,321016933,9591113,Palgrave Pharmasave,17220 Highway 50,,Palgrave,L7E0K8,2312225
-78.9639646,43.9501943,321012717,39103,Brooklin Clinic Pharmacy,4-5540 Baldwin Street South,,Whitby,L1M0M5,2360897
-78.2847348,43.9492741,321015220,7735114,Peter Street Pharmacy,97 Peter Street,,Port Hope,L1A1C5,2364913
-77.3680493,43.948407,321017226,9778519,Kocherry Pharmacy,11 Prince Edward Drive,,Wellington,K0K3L0,2363169
-79.4557455,43.9472981,321015381,7976274,Trucare Pharmacy,13110 Yonge Street,,Richmond Hill,L4E1A3,2339073
-78.8937539,43.9468692,321011517,1147912,Shoppers Drug Mart #1426,2045 Simcoe Street North,,Oshawa,L1H7K4,2413921
-79.4559699,43.9467357,321012414,3252438,Yonge Medical Pharmacy,Po Box 2639,,Richmond Hill,L4E1A6,2330529
-79.4558805,43.9460658,321012016,2229074,Shoppers Drug Mart #928,13070 Yonge Street,,Richmond Hill,L4E2T2,2342673
-78.8961401,43.9453241,321013759,571152,Lovell Drugs,2000 Simcoe Street North,,Oshawa,L1H3K5,2356785
-78.8721867,43.9440538,321016264,9019554,Custom Care Phcy & Compounding,6-501 Coldstream Drive,,Oshawa,L1K3B3,2430049
-79.4596375,43.9438251,321013483,5275597,Good Shepherd Pharmacy 1,1-132 King Road,,Richmond Hill,L4E2T5,2333377
-79.4597318,43.9427876,321016356,9108832,Holy Trinity Pharmacy,8-141 King Road,,Richmond Hill,L4E3L7,2289505
-78.8512074,43.9424487,321012889,4240994,Wal-Mart Pharmacy,1470 Harmony Road North,,Oshawa,L1H7K5,2296145
-78.8437144,43.9418518,321015704,8367073,Loblaw Pharmacy #1043,1385 Harmony Road North,,Oshawa,L1H7K5,2281041
-78.8514435,43.9399148,321016653,9360274,Shoppers Drug Mart #1249,784 Taunton Road East,,Oshawa,L1K1B7,2342513
-78.8704178,43.9372532,321011862,1780834,North Oshawa Pharmacy,1400 Ritson Road North,,Oshawa,L1G7W4,2275329
-78.8681288,43.9362039,321015392,7990034,Shoppers Drug Mart #616,1-300 Taunton Road East,,Oshawa,L1G7T4,2384545
-78.870462,43.935527,321013812,5794517,Ritson Pharmacy,8A-250 Taunton Road East,,Oshawa,L1G7T1,2401169
-79.5058095,43.9346739,321015842,8525517,King City Guardian Pharmacy,27-1700 King Road,,King City,L7B0N1,2286705
-78.8690686,43.9337434,321013636,5514856,The Medicine Shoppe #191,Unit 10-1288 Ritson Road North,,Oshawa,L1G7Z9,2329745
-79.5078454,43.9336411,321013542,5363279,Improved Care Pharmacy,1700 King Road,,King City,L7B0N1,2411841
-78.877914,43.9336376,321014432,6702990,Taunton Pharmacy,30 Taunton Road East,,Oshawa,L1G3T7,2284433
-80.102745,43.9312138,321017094,9699472,Shoppers Drug Mart #703,150 First Street,,Orangeville,L9W3T7,2302913
-78.6901645,43.9305316,321016019,873031,Shoppers Drug Mart #1404,570 Longworth Avenue,,Bowmanville,L1C0H4,2315745
-79.5231927,43.9300603,321013682,5586190,Shoppers Drug Mart #1415,2140 King Road,,King City,L7B1L5,2396081
-80.0989879,43.9299016,321011921,1967713,Wal-Mart Pharmacy,95 First Street,,Orangeville,L9W2E8,2269905
-80.098395,43.9282177,321012184,2703319,Fifth Ave Pharmacy,14 Fifth Avenue,,Orangeville,L9W1G2,2356577
-79.5270989,43.9279997,321015817,8500437,King City Medical Pharmacy,20 Doctors Lane,,King City,L7B1A6,2418673
-78.9022542,43.9271954,321016148,8885959,Medical Pharmacy,1290 Keith Ross Drive,,Oshawa,L1H7K4,2372369
-78.8755711,43.9271608,321012076,2379474,Simcoe North Pharmacy,7A-1053 Simcoe Street North,,Oshawa,L1G4X1,2419041
-80.0913759,43.9262543,321012182,2697317,Drugstore Pharmacy #554,50 Fourth Avenue,,Orangeville,L9W4P1,2400513
-78.9287358,43.9243923,321014490,6784198,Metro Pharmacy #536,4111 Thickson Road North,,Whitby,L1R2X3,2362401
-78.8759157,43.9240215,321014686,7036931,Scotts Drug Mart,1000 Simcoe Street North,,Oshawa,L1G4W4,2401729
-78.9284634,43.9238896,321016127,8859595,Shoppers Drug Mart #1238,4081 Thickson Road North,,Whitby,L1R2X3,2294209
-80.0828135,43.9233508,321015195,7695755,Orange Care Pharmacy,2-170 Lakeview Court,,Orangeville,L9W5J7,2379601
-78.8372494,43.9231347,321013307,4986518,Harmony Valley Phrmc (Remedy's,5A-701 Grandview Street North,,Oshawa,L1K2K1,2403233
-78.9294397,43.9222324,321015900,8582474,The Medicine Shoppe Pharmacy,670 Taunton Road East,Building B3,Whitby,L1R0K6,2397697
-80.0863929,43.9221672,321012848,4165511,Shoppers Drug Mart #934,25 Broadway Avenue,,Orangeville,L9W1J6,2404113
-80.0883647,43.9218196,321013363,5082518,Orangeville Urgent Care Phm.In,3-33A Broadway Avenue,,Orangeville,L9W1J7,2340625
-80.0738205,43.9213975,321013408,5143436,Orangeville Pharmacy,5-50 Rolling Hills Drive,,Orangeville,L9W6T6,2292001
-80.0993179,43.9212616,321012737,3955474,Jeffers Pharmacy Limited,1 Elizabeth Street,,Orangeville,L9W7N7,2347425
-78.6746883,43.9208325,321014247,6430150,Bowmanville Compounding Pharma,11-100 Mearns Avenue,,Bowmanville,L1C5M3,2412753
-80.0926901,43.9201215,321016531,9254674,Biostan Pharmacy,68 Broadway,,Orangeville,L9W1J9,2279473
-80.0972035,43.9194852,321015855,8539478,Medione Chafford Pharmacy,195 Broadway,,Orangeville,L9W1K2,2258321
-78.8510814,43.9194791,321016810,9519951,Shoppers Drug Mart #688,545 Rossland Road East,,Oshawa,L1K1K8,2408657
-78.5818841,43.9189785,321017035,9661831,Newcastle Care Pharmacy,337 King Avenue East,Unit 3&4,Newcastle,L1B1H4,2349025
-80.0726526,43.918896,321015608,8254113,Rolling Hills Pharmacy,140 Rolling Hills Drive,,Orangeville,L9W4X9,2380705
-78.9476443,43.9187132,321014942,7361231,Pharmacy One,L5-372 Taunton Road East,,Whitby,L1R0H4,2449441
-80.0960452,43.9185761,321011481,10703,Medicrest Pharmacy,104-28 Mill Street,,Orangeville,L9W2M3,2334625
-78.9504756,43.9183931,321012993,4421398,Shoppers Drug Mart #1384,220 Taunton Road East,,Whitby,L1R0M5,2376929
-78.5895458,43.9181223,321014810,7190835,Newcastle Pharmacy,C-50 Mill Street North,,Newcastle,L1B1L4,2346673
-78.9603411,43.9176489,321017213,9771650,Wal-Mart Pharmacy,4100 Baldwin Street South,,Whitby,L1R3H8,2438881
-78.5884361,43.9173822,321016883,9558356,Shoppers Drug Mart #1251,1 King Avenue East,,Newcastle,L1B1H3,2304369
-78.9468079,43.9173353,321012210,2757092,Dryden Medical Pharmacy Inc,3975 Garden Street,,Whitby,L1R3A4,2356801
-78.5900854,43.9170574,321012061,2356113,Castle Pharmacy (IDA),71 King Avenue West,,Newcastle,L1B1L2,2360625
-78.8690773,43.9166091,321014379,6618859,Sobeys Pharmacy # 7207,1377 Wilson Street North,,Oshawa,L1K2Z5,2420897
-78.9618701,43.9160461,321011816,1658539,Loblaw Pharmacy #1058,200 Taunton Road West,,Whitby,L1R3H8,2265281
-78.7889221,43.9147778,321015632,8274636,Courtice IDA Pharmacy,1656 Nash Road,Units 2 & 3,Courtice,L1E2Y4,2408289
-79.4494639,43.9143048,321011734,1477510,Shoppers Drug Mart #1148,118 Tower Hill Road,,Richmond Hill,L4E0K6,2258641
-78.9571136,43.9139696,321015723,8387792,Whitby Medical Pharmacy,3910 Bruce Street North,,Whitby,L1R3E1,2422737
-80.1190893,43.9138606,321014961,7394633,Broadway Pharmacy,15 Brenda Boulevard,Unit 11-12,Orangeville,L9W3Y5,2265937
-78.923296,43.9137854,321015869,8550677,The Medicine Shoppe #234,3555 Thickson Road North,,Whitby,L1R2H1,2281105
-79.4736458,43.9136858,321013041,4509838,Tower Hill Pharmacy,16-380 Tower Hill Road,,Richmond Hill,L4E0T8,2372801
-80.1267846,43.9134997,321016880,9554635,Shoppers Drug Mart #1340,489 Broadway,,Orangeville,L9W0A4,2290193
-80.8713819,43.9129963,321012434,3295115,Acheson Pharmacy,16 Elora Street,,Harriston,N0G1Z0,2328977
-79.4465924,43.912595,321016772,9480395,Yorkdale Pharmacy,A104-11685 Yonge Street,,Richmond Hill,L4E0K7,2265489
-78.6895268,43.9122513,321014655,7002691,Mcgregor IDA Drugs,5 King Street West,,Bowmanville,L1C1R2,2338577
-78.9465788,43.9120222,321015323,7884113,Meadowglen Pharmacy,9-10 Meadowglen Drive,,Whitby,L1R3P8,2308449
-78.7166168,43.9119023,321011971,2120911,Wal-Mart Pharmacy,2320 Highway #2,,Bowmanville,L1C3K7,2291905
-78.777502,43.9117312,321011724,1438037,Courtice Pharmasave,2727 Courtice Road,,Courtice,L1E3A2,2352641
