X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,ENGLISH_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,COMMUNITY,POSTAL_CODE,OBJECTID,FORMATTED_ADDRESS
-77.2517714,45.5758819,321017188,9759111,Conways Pharmacy,1643 Mishomis Inamo,,Pikwakanagan,K0J1X0,2329025,,"1643 Mishomis Inamo, Golden Lake, ON K0J 1X0, Canada"
-78.6814939,45.5702738,321014992,7434190,Pharmasave Dorset Village Phcy,1103 Main Street,,Algonquin Highlands,P0A1E0,2280961,,"Algonquin Highlands, ON, Canada"
-75.1246438,45.5679679,321015378,7969558,Pharmacie Wendover,8-3184 Avenue Du Quai,,Wendover,K0A3K0,2316673,,"3184 Du Quai Ave #8, Wendover, ON K0A 3K0, Canada"
-74.88227,45.5578229,321015944,86463,Pharmacie IDA Alfred,377 St Philippe Street,Po Box 400,Alfred,K0B1A0,2375505,,"377 St-Philippe St, Alfred, ON K0B 1A0, Canada"
-74.8877016,45.5568418,321013743,5694117,Pharmacie Alfred,542 St Philippe Street Cp 324,,Alfred,K0B1A0,2403809,,"542 St-Philippe St, Alfred, ON K0B 1A0, Canada"
-77.4150794,45.5546711,321016395,9136918,Killaloe Village Pharmacy,7 Lake Street,,Killaloe,K0J2A0,2391313,,"7 Lake St, Killaloe, ON K0J 2A0, Canada"
-75.2945713,45.5466638,321017119,9716293,Pharmacie Jean Coutu,2246 Laurier Street,,Rockland,K4K1L4,2391425,,"2246 Laurier St, Rockland, ON K4K 1L4, Canada"
-75.3026634,45.5451658,321016837,9532758,Rockland Pharmasave,2-2736 Chamberland Street,,Rockland,K4K0B2,2259969,,"2736 Chamberland St unit 2, Rockland, ON K4K 0B8, Canada"
-75.3017313,45.5421081,321015888,8569033,Rockland Pharmacy,2768 Laurier Street,,Rockland,K4K1K6,2303537,,"2768 Laurier St, Rockland, ON K4K 1N4, Canada"
-75.2989076,45.541399,321013048,4527550,Drug Store Pharmacy #4117,2737 Laurier Street,,Rockland,K4K1A3,2426465,,"2737 Laurier St, Rockland, ON K4K 1A2, Canada"
-75.3006959,45.5405046,321011906,1932877,Shoppers Drug Mart #1245,2755 Laurier Street,,Rockland,K4K1A3,2399153,,"2755 Laurier St, Rockland, ON K4K 1A3, Canada"
-74.9876653,45.5404102,321012663,377416,Pharmacie Plantagenet,181 Old Highway 17,,Plantagenet,K0B1L0,2304161,,"181 Old Highway 17, Plantagenet, ON K0B 1L0, Canada"
-77.100867,45.5394251,321017187,9758675,Conway's Pharmacy,251 Bridge Street,Po Box 729,Eganville,K0J1T0,2437873,,"Eganville, ON K0J 1T0, Canada"
-75.3058849,45.5321083,321014618,695750,Wal-Mart Pharmacy,3001 Richeliue Street,,Rockland,K4K0B5,2315089,,"3001 Richelieu St, Rockland, ON K4K 0B5, Canada"
-74.6514265,45.5192969,321011938,2021519,Vankleekhill Pharmacy,28 Main Street,,Vankleekhill,K0B1R0,2259057,,"28 W Main St, Macedon, NY 14502, USA"
-75.2146032,45.507519,321015575,8209351,Clarence Creek Pharmacy,1922 Labonte Street,Po Box 129,Clarence Creek,K0A1N0,2399217,,"1922 Labonté St, Clarence Creek, ON K0A 1N0, Canada"
-78.2375431,45.4929682,321014417,6679310,Whitney Pharmacy,29542 Highway 60,,Whitney,K0J2M0,2377345,,"29542 ON-60, Whitney, ON K0J 2M0, Canada"
-75.4852785,45.4888626,321015775,8451150,Taylor Creek Pharmacy,570 Lacolle Way,,Orleans,K4A0N9,2301889,,"570 Lacolle Way, Orléans, ON K4A 0N9, Canada"
-77.6791769,45.4888273,321017127,9720910,Lorraine's Pharmasave,19566 Opeongo Line,Po Box 550,Barrys Bay,K0J1B0,2316385,,"19566 Opeongo Line, Barry's Bay, ON K0J 1B0, Canada"
-76.0771026,45.4842954,321015686,8346319,Constance Bay Pharmacy,179 Constance Bay Road,,Woodlawn,K0A3M0,2443697,,"179 Constance Bay Rd, Ottawa, ON K0A 3M0, Canada"
-75.5275994,45.4819494,321016728,9423750,Orleans Wood Pharmasave,7766 Jean D'Arc Boulevard North,,Orleans,K1C2R5,2271009,,"7766 Jeanne-d'Arc Blvd, Orléans, ON K1C 6G1, Canada"
-75.474538,45.481947,321015794,8472397,Crown Pointe Pharmacy,13-900 Watters Road,,Orleans,K4A0B4,2443665,,"900 Watters Rd #13, Orléans, ON K4A, Canada"
-75.536892,45.4799423,321017176,9748437,Shoppers Drug Mart #630,6491 Jeanne D'Arc Boulevard,,Orleans,K1C2R1,2427601,,"6491 Jeanne D'Arc Blvd N, Orléans, ON K1C 2R1, Canada"
-76.6557407,45.479607,321015616,82591,Wal-Mart Pharmacy,980 O'Brien Road Rural Route 1,,Renfrew,K7V3Z4,2446369,,"980 O'Brien Rd, Renfrew, ON K7V 0B4, Canada"
-75.5118053,45.478985,321012483,3384670,Pharmacie Centrum Pharmacy Inc,210 Centrum Boulevard Suite 107,,Orleans,K1E3V7,2267937,,"210 Centrum Blvd #107, Orléans, ON K1E 3V7, Canada"
-75.5175688,45.4780368,321014160,6286672,Rexall #8151,0160-110 Place D'Orleans Drive,,Orleans,K1C2L9,2416257,,"110 Place d'Orléans Dr #0160, Orléans, ON K1C 2L9, Canada"
-75.4985219,45.4774307,321016137,8870670,Tompkins IDA Pharmacy,2-385 Tompkins Avenue,,Orleans,K1E3H4,2394481,,"385 Tompkins Ave. #2, Orléans, ON K1E 3H4, Canada"
-76.6604594,45.4769478,321015140,7612130,Drug Store Pharmacy #4257,680 O'Brien Road,,Renfrew,K7V3Z4,2421649,,"680 O'BRIAN ROAD, Renfrew, ON K7V 3Z2, Canada"
-75.5228416,45.47649,321014887,7279170,Loblaw Pharmacy,1226 Place D'Orléans Drive,,Gloucester,K1C1L2,2403377,,"1226 Place d'Orléans Dr, Ottawa, ON K1C 7K3, Canada"
-75.5164769,45.4750901,321017230,9782791,Shoppers Drug Mart #1230,2954 St Joseph Boulevard,,Orleans,K1C1G7,2330881,,"2954 St Joseph Blvd, Ottawa, ON K1C 1G7, Canada"
-75.5215599,45.472307,321016314,9065557,Orleans Community Pharmacy,100-2746 St Joseph Boulevard,,Orleans,K1C1G5,2426753,,"2746 St Joseph Blvd #100, Orléans, ON K1C 1G5, Canada"
-75.5237186,45.4722675,321016430,9165510,Pharmacie Jean Coutu Pharmacy,2701 St Joseph Boulevard,,Orleans,K1C1G4,2350033,,"2701 St Joseph Blvd, Ottawa, ON K1C 1G4, Canada"
-76.6838188,45.4715391,321012531,3495710,Aikenhead's Drug Store Ltd,226 Raglan Street South,,Renfrew,K7V1R1,2306353,,"226 Raglan St S, Renfrew, ON K7V 1R1, Canada"
-75.5257011,45.4710979,321014367,65985,St. Joseph Pharmacy,102-2555 St. Joseph Boulevard,,Orleans,K1C1S6,2440513,,"2555 St Joseph Blvd Suite 102, Orléans, ON K1C 1S6, Canada"
-76.6812416,45.4699871,321013936,5999752,Rexall,339 Raglan Street South,,Renfrew,K7V1R6,2271121,,"339 Raglan St S, Renfrew, ON K7V 1R6, Canada"
-75.4553138,45.4697639,321012888,424071,Sobeys Pharmacy,5150 Innes Road,,Orleans,K4A0G4,2272129,,"5150 Innes Rd, Orléans, ON K4A 3N4, Canada"
-75.4920198,45.4691126,321014892,7291156,Shoppers Drug Mart #632,1675 Tenth Line Road,,Orleans,K1E3P6,2272273,,"1675 Tenth Line Rd, Orléans, ON K1E 3E8, Canada"
-75.4545664,45.4685778,321011783,1603919,St Mary Health Centre Pharmacy,2010 Trim Road,,Ottawa,K4A0G4,2333073,,"2010 Trim Rd, Ottawa, ON K4A 0G4, Canada"
-75.4658002,45.4680429,321011873,18386,Shoppers Drug Mart #1254,1937 Portobello Boulevard,,Orleans,K4A4W9,2417249,,"1937 Portobello Blvd., Orléans, ON K4A 4W9, Canada"
-75.495709,45.4661891,321016974,9616711,Orleans Integrative Pharmacy,375 Des Epinette Avenue,,Orleans,K1E3E6,2436865,,"375 Des Épinettes Ave, Ottawa, ON K1E 3E6, Canada"
-75.4667554,45.46617,321016555,9277711,Portobello IDA Compounding Phy,1968 Portobello Boulevard,,Orleans,K4A4E7,2412529,,"1968 Portobello Blvd., Ottawa, ON K4A 4A7, Canada"
-75.5442958,45.4642256,321013327,5021399,Jeanne D'Arc Medical Pharmacy,1887 St. Joseph Boulevard,,Orleans,K1C7J2,2448929,,"1887 St Joseph Blvd, Ottawa, ON K1C 7J2, Canada"
-75.5410498,45.4642147,321016015,8727112,Pharmasave Orleans Medical Phy,5929 Jeanne D'Arc Boulevard South,,Orleans,K1C6V8,2395553,,"5929 Jeanne D'Arc Blvd S, Orléans, ON K1C 2N1, Canada"
-75.4860882,45.4616963,321014530,6830478,Innes Ideal Pharmacy,101-4473 Innes Road,,Olreans,K4A1A7,2298209,,"4473 Innes Rd #101, Orléans, ON K4A 3J7, Canada"
-75.4840571,45.4612443,321014709,7062475,Metro Pharmacy #563,4510 Innes Road,,Ottawa,K4A4C5,2449553,,"4510 Innes Rd, Ottawa, ON K4A 4C5, Canada"
-75.5235959,45.4600485,321013906,5956557,Rexall #95,1615 Orleans Boulevard,,Orleans,K1C7E2,2421953,,"1615 Orléans Blvd, Orléans, ON K1C 7E2, Canada"
-75.5241258,45.4595939,321015467,8077895,Loblaw Pharmacy #4088,1619 Orleans Boulevard,,Gloucester,K1C7E2,2263297,,"1619 Orléans Blvd, Orléans, ON K1C 7E2, Canada"
-75.4883304,45.4591536,321015785,8462790,Avalon Compounding Pharmacy,1B-2026 Tenth Line Road,,Orleans,K4A4X4,2300689,,"2026 Tenth Line Rd #1b, Orléans, ON K4A 3W3, Canada"
-75.4955788,45.4590003,321015138,7609554,Best Care Pharmacy,4289 Innes Road,,Orleans,K1E0A8,2332561,,"4289 Innes Rd, Orléans, ON K1E 0A8, Canada"
-75.4963882,45.4587379,321011777,1584592,Orleans Pharmacy,4275 Innes Road,,Orleans,K1C1T1,2263233,,"4275 Innes Rd, Orléans, ON K1E 2S9, Canada"
-75.4943968,45.4566518,321015637,8289899,Loblaw Pharmacy 1071,4270 Innes Road,,Ottawa,K4A5E6,2316609,,"4270 Innes Rd, Orléans, ON K4A 5E6, Canada"
-75.5079824,45.4539775,321011496,1094997,Shoppers Drug Mart #1139,3940 Innes Road,,Orleans,K1W1K9,2275025,,"3940 Innes Rd, Orléans, ON K1W 0A6, Canada"
-75.5885767,45.4529169,321011713,1413517,The Medicine Shoppe,19-5303 Canotek Road,,Ottawa,K1J9M1,2377313,,"5303 Canotek Rd Unit 19, Gloucester, ON K1J 9M2, Canada"
-75.4828914,45.4519515,321014580,6904914,Tenth Line Pharm&Compounding,C3-2288N Tenth Line Road,,Orleans,K4A0X4,2339345,,"Tenth Line Rd, Ottawa, ON, Canada"
-75.5979108,45.4516723,321016844,9537995,Shoppers Drug Mart #623,2339 Ogilvie Road,,Ottawa,K1J8M6,2399809,,"2339 Ogilvie Rd, Gloucester, ON K1J 9M7, Canada"
-75.4815069,45.4513565,321016767,9469835,Shoppers Drug Mart #1433,2301 Tenth Line Road,,Orleans,K4A3W6,2304177,,"2301 Tenth Line Rd, Orléans, ON K4A 3W6, Canada"
-75.5084424,45.4513419,321015638,82911,Wal-Mart Pharmacy,3900 Innes Road,,Orleans,K1C1T1,2286129,,"3900 Innes Rd, Orléans, ON K1W 1K9, Canada"
-75.5871754,45.4494315,321015762,8431958,Michael Pharmacy,2200 Montreal Road,Unit B1,Gloucester,K1J6M5,2344817,,"2200 Montréal Rd B1, Gloucester, ON K1J 6M5, Canada"
-75.5359752,45.4488826,321015848,8534838,Forest Valley Pharmacy,1600 Forest Valley Drive,,Orleans,K1C6X7,2292401,,"1600 Forest Valley Dr, Ottawa, ON K1C 6X7, Canada"
-75.6301541,45.4457877,321013537,5355796,Shoppers Drug Mart #1556,East-876 Montreal Road,,Ottawa,K1K4L3,2280433,,"876 Montréal Rd, Ottawa, ON K1K 4L3, Canada"
-75.6094739,45.4455496,321015494,8110037,Pharma Land,1740 Montreal Road,,Ottawa,K1J6N3,2335297,,"1740 Montréal Rd, Gloucester, ON K1J 6N3, Canada"
-75.5953871,45.445419,321012885,4239434,Ogilvie Square Pharmasave,1946 Montreal Road,,Ottawa,K1J6N2,2317425,,"1946 Montréal Rd, Ottawa, ON K1J 8P3, Canada"
-75.6365471,45.4450863,321014148,6267915,Rexall #8134,753 Montreal Road,,Ottawa,K1K0T1,2278385,,"753 Montréal Rd, Ottawa, ON K1K 0T1, Canada"
-75.6372368,45.4447754,321011981,2151398,Pharmacie La Colombe Pharmacy,745B Montreal Road,,Ottawa,K1K0T1,2343761,,"745 Montréal Rd, Ottawa, ON K1K 0T1, Canada"
-75.6702434,45.4433602,321014943,7363275,Beechwood Whole Health Pharm,222 Beechwood Avenue,,Ottawa,K1L8A7,2318305,,"222 Beechwood Ave., Vanier, ON K1L 8A7, Canada"
-75.6434611,45.4427672,321015375,7961235,Pharmacie Medione Inc,103-595 Montreal Road,,Ottawa,K1K4L2,2403057,,"595 Montréal Rd Unit 103, Ottawa, ON K1K 0T8, Canada"
-75.6461594,45.4417718,321013123,46541,Shoppers Drug Mart #641,541 Montreal Road,,Ottawa,K1K0V1,2437985,,"541 Montréal Rd, Ottawa, ON K1K 0V1, Canada"
-75.6449336,45.4410764,321012212,2757715,Guardian Hills Pharmacy,556 Montreal Road,,Ottawa,K1K0T9,2290321,,"556 Montréal Rd, Ottawa, ON K1K 0T9, Canada"
-75.6780816,45.4389095,321013867,5894794,New Edinburg Pharmacy,5 Beechwood Avenue,,Ottawa,K1M1M2,2357905,,"74074-5 Beechwood Ave., Ottawa, ON K1M 2H9, Canada"
-75.6551017,45.4387538,321012795,4081237,Vanier Pharmacy,101-355 Montreal Road,,Ottawa,K1L8H3,2411009,,"355 Montréal Rd #101, Vanier, ON K1L 8H3, Canada"
-75.6584891,45.4371373,321016182,8921553,Vanier Ideal Pharmacy,100-292 Montreal Road,,Vanier,K1L6B7,2369249,,"292 Montréal Rd #100, Ottawa, ON K1L 6B8, Canada"
-75.6046378,45.4365624,321013667,5567317,Shoppers Drug Mart #637,2012 Ogilrie Road,,Gloucester,K1J7N9,2285601,,"2012 Ogilvie Rd, Gloucester, ON K1J 9B9, Canada"
-75.66025,45.4362826,321014960,7394517,Pharmacie Jean Coutu,262 Montreal Road,,Vanier,K1L6C3,2404529,,"262 Montréal Rd, Vanier, ON K1L 1A1, Canada"
-75.6034525,45.434933,321015570,8206997,Costco Pharmacy #1362,1405 Blair Towers Place,,Gloucester,K1J1A5,2332753,,"1405 Blair Towers Pl, Ottawa, ON K1J 1A5, Canada"
-75.1605806,45.4348415,321015918,8607956,Pharmacie Bourget Pharmacy,3 St. Pierre Street,,Bourget,K0A1E0,2408305,,"3 Saint-Pierre St, Bourget, ON K0A 1E0, Canada"
-76.357303,45.4347124,321016701,9394531,Arnprior Pharmacy,2-104 Elgin Street West,,Arnprior,K7S1N8,2408417,,"104 Elgin St W Unit 2, Arnprior, ON K7S 1N8, Canada"
-75.6646403,45.4342705,321015668,8329873,Shoppers Drug Mart #1229,150 Montreal Road,,Ottawa,K1L8H2,2273137,,"150 Montréal Rd, Vanier, ON K1L 8H2, Canada"
-76.3550048,45.4339127,321012522,3480272,Shoppers Drug Mart #1306,55 Elgin Street West,,Arnprior,K7S1N6,2430609,,"55 Elgin St W, Arnprior, ON K7S 1N6, Canada"
-75.6687103,45.4335576,321015809,8494355,Respect Rx Pharmacy,45 Montreal Road,,Ottawa,K1L6E8,2267057,,"45 Montréal Rd, Vanier, ON K1L 6E8, Canada"
-76.3544938,45.4332076,321013718,5646535,Clancy's Drug Store (1986) Ltd,99 John Street North,,Arnprior,K7S2N4,2354833,,"99 John St N, Arnprior, ON K7S 2N4, Canada"
-75.6101627,45.4325759,321013967,6038030,Rexall #1156,144-1980 Ogilvie Road,,Gloucester,K1J9L3,2415953,,"1980 Ogilvie Rd #144, Ottawa, ON K1J 1K8, Canada"
-75.6763716,45.4324643,321016568,9288353,Rideau Clinic Pharmacy,574 Rideau Street,,Ottawa,K1N8K6,2276929,,"574 Rideau St, Ottawa, ON K1N 8K6, Canada"
-75.6777373,45.4323776,321016253,9007317,Rideau Compounding Pharmacy,541 Rideau Street,,Ottawa,K1N5Z7,2287665,,"541 Rideau St, Ottawa, ON K1N 5Z7, Canada"
-75.655331,45.4319967,321013029,4490517,Canadian Add. Treatm. Phcy. Lp,105-311 Mcarthur Avenue,,Vanier,K1L6P1,2286065,,"311 McArthur Ave. #105, Vanier, ON K1L 8M3, Canada"
-75.6501878,45.4319109,321011727,1448990,Pharmacie La Paix Pharmacy,390 Mcarthur Av,,Ottawa,K1L6N6,2320209,,"390 McArthur Ave., Ottawa, ON K1L 6N6, Canada"
-75.6477199,45.4318785,321013495,52944,Mcarthur Pharmacy,416 Mcarthur Avenue,,Ottawa,K1K1G6,2384753,,"416 McArthur Ave., Ottawa, ON K1K 1G6, Canada"
-75.5654816,45.4318664,321015524,8146534,Queens Pharmacy Ltd,110 Bearbrook Road,,Ottawa,K1B5R2,2339601,,"110 Bearbrook Rd, Ottawa, ON K1B 5R2, Canada"
-75.610815,45.4316023,321014617,6954218,Loblaw Pharmacy #1051,1980 Ogilvie Road,,Ottawa,K1J9L3,2290353,,"1980 Ogilvie Rd, Gloucester, ON K1J 9L3, Canada"
-75.610815,45.4316023,321012365,3130677,Wal-Mart Pharmacy #1158,171-1980 Ogilvie Road,,Gloucester,K1J9L3,2418017,,"1980 Ogilvie Rd #171, Gloucester, ON K1J 9L3, Canada"
-75.5626053,45.4311495,321015753,842315,Shoppers Drug Mart #634,2638 Innes Road,,Gloucester,K1B4Z5,2407537,,"2638 Innes Rd, Ottawa, ON K1B 4Z5, Canada"
-75.5672387,45.4310074,321014208,6355794,Blackburn Pharmacy,2575 Innes Road,,Gloucester,K1B3K1,2411825,,"2575 Innes Rd, Gloucester, ON K1B 3K1, Canada"
-75.6813535,45.4307666,321015540,816996,Astley's Pharmasave,423 Rideau Street,,Ottawa,K1N5Y9,2412241,,"At Chapel, 423 Rideau St, Ottawa, ON K1N 8P5, Canada"
-75.621158,45.4307536,321015246,7773395,Whole Health Pharmacy Ogilvie,1150 Cadboro Road,,Gloucester,K1J7R1,2362049,,"1150 Cadboro Rd, Gloucester, ON K1J 7R1, Canada"
-75.6924902,45.4302876,321016479,920775,Pharmacie Brisson Ltee,270 Dalhousie Street,,Ottawa,K1N7E4,2325729,,"270 Dalhousie St, Ottawa, ON K1N 7E4, Canada"
-75.6383472,45.4302137,321016156,8894798,St. Laurent Pharmacy,1237 Donald Street,,Gloucester,K1J8W3,2294561,,"1237 Donald St, Gloucester, ON K1J 8W3, Canada"
-75.6838977,45.4301608,321015890,8571495,Loblaw Pharmacy #1170,375 Rideau Street,,Ottawa,K1N5Y6,2336993,,"375 Rideau St, Ottawa, ON K1N 1H6, Canada"
-75.6825411,45.429961,321014842,7228118,Rideau Pharmacy,390 Rideau Street,,Ottawa,K1N5Y8,2342721,,"390 Rideau St, Ottawa, ON K1N 5Y8, Canada"
-75.6408393,45.4297477,321013354,5069515,St. Laurent Medical Centre Pha,968 St. Laurent Boulevard,,Ottawa,K1K3B3,2364545,,"968 St. Laurent Blvd, Ottawa, ON K1K 3B3, Canada"
-75.664664,45.4294276,321012939,4327650,Drugstore Pharmacy #1014,100 Mcarthur Avenue,,Vanier,K1L6P9,2277697,,"100 McArthur Ave., Ottawa, ON K1L 8H5, Canada"
-75.6847048,45.4288806,321016433,9169035,Shoppers Drug Mart #1243,322 Rideau Street,,Ottawa,K1N5Y5,2279089,,"322 Rideau St, Ottawa, ON K1N 5Y5, Canada"
-75.685196,45.4288395,321015516,8135118,Respect Rx Byward Market,306 Rideau Street,,Ottawa,K1N5Y5,2326081,,"306 Rideau St, Ottawa, ON K1N 5Y5, Canada"
-75.5048024,45.4281576,321014559,6870996,Navan Medical Pharmacy,3349 Navan Road,,Orleans,K1W0K7,2395665,,"3349 Navan Rd, Ottawa, ON K4B 1H9, Canada"
-75.6398976,45.427749,321012370,3141077,We Care Pharmasave,1020 St Laurent Boulevard,Unit 4,Ottawa,K1K4S2,2259873,,"1020 St. Laurent Blvd unit 4, Ottawa, ON K1K 4S2, Canada"
-75.6534758,45.427701,321013673,5575754,Donald St. Pharmacy,336 Donald Street,,Ottawa,K1K1M5,2423281,,"336 Donald St, Ottawa, ON K1K 1M5, Canada"
-75.6909629,45.4250143,321017209,9770198,Shoppers Drug Mart #631,50 Rideau Street,,Ottawa,K1N9J7,2446257,,"50 Rideau St, Ottawa, ON K1N 9J7, Canada"
-76.3669361,45.4239754,321014120,6232276,Rexall #6947,22 Baskin Drive East,,Arnprior,K7S3G8,2428449,,"22 Baskin Dr E, Arnprior, ON K7S 0E2, Canada"
-76.3680938,45.4237257,321015090,7555790,Excellent Care Pharmacy,386 Daniel Street South,,Arnprior,K7S3G9,2270721,,"386 Daniel St S, Arnprior, ON K7S 0E2, Canada"
-75.426858,45.4222583,321016505,9235151,Pharmacie Medici Pharmacy,3435 Trim Road,Box 279,Navan,K4B1M8,2379825,,"3435 Trim Rd, Ottawa, ON K4B 1N7, Canada"
-75.6803898,45.4217173,321014672,7019175,Pharmacie Campus Pharmacy,100 Marie Curie Drive,,Ottawa,K1N6N5,2425329,,"100 Marie-Curie Private, Ottawa, ON K1N 9N3, Canada"
-75.6981917,45.4210089,321016217,8959638,Shoppers Drug Mart #953,110-111 Albert Street,,Ottawa,K1P1A5,2346561,,"111 Albert St Unit #110, Ottawa, ON K1P 1A5, Canada"
-75.638961,45.4208454,321015500,8118155,Shoppers Drug Mart #621,1200 St Laurent Boulevard,,Ottawa,K1K3B8,2382609,,"1200 St. Laurent Blvd, Ottawa, ON K1K 3B8, Canada"
-75.7023997,45.4202869,321013969,6042837,Rexall #1255,C102-240 Sparks Street,,Ottawa,K1A0G6,2326497,,"240 Sparks St. C102, Ottawa, ON K1P 6Z9, Canada"
-75.6929413,45.4197155,321014511,6807752,Rexall Pharmacy,160 Elgin Street,,Ottawa,K2P2C4,2282209,,"160 Elgin St, Ottawa, ON K2P 2P7, Canada"
-75.6301776,45.4195845,321016902,9573071,Silver Scripts,1317 Michael Street,,Ottawa,K1B3M9,2315425,,"1317 Michael St, Gloucester, ON K1B 3M9, Canada"
-75.6081409,45.4183075,321016180,8920279,Pharmasave Cyrville Pharmacy,1675 Cyrville Road,,Ottawa,K1B5K1,2329169,,"1675 Cyrville Rd, Gloucester, ON K1B 5K1, Canada"
-75.6992411,45.4181798,321013450,5207233,Shoppers Drug Mart #988,174 Bank Street,,Ottawa,K2P1W6,2283265,,"174 Bank St, Ottawa, ON K1P 6M6, Canada"
-75.6904104,45.4177053,321012841,4156610,White Cross Disp (Ottawa) Ltd,264 Elgin Street,,Ottawa,K2P1M2,2264977,,"264 Elgin St, Ottawa, ON K2P 0J4, Canada"
-75.7025643,45.4174194,321014156,6278351,Rexall #8147,407 Laurier Avenue West,"Unit 24, 25, 26",Ottawa,K1R7Y7,2427713,,"407 Laurier Ave W 24 25, Ottawa, ON K1R 7Y7, Canada"
-75.6243622,45.4171758,321016851,9541196,Royal Drugs,1100 Algoma Road,,Ottawa,K1B0A3,2427313,,"1100 Algoma Rd, Gloucester, ON K1B 0A3, Canada"
-75.6969101,45.4157051,321015366,7953235,Swift Compounding Pharmacy,276 Bank Street,,Ottawa,K2P1X6,2402401,,"276 Bank St, Ottawa, ON K2P 1X6, Canada"
-75.696336,45.4149774,321015490,8105579,Loblaw Pharmacy #4274,296 Bank Street,,Ottawa,K2P1X4,2309745,,"296 Bank St, Ottawa, ON K2P 1X8, Canada"
-75.6956656,45.4142438,321013661,5556757,Centretown Pharmacy,326 Bank Street,,Ottawa,K2P1Y1,2384273,,"326 Bank St, Ottawa, ON K2P 2M8, Canada"
-75.6447547,45.4142369,321012940,4328276,Trainyards Pharmacy,"550 Terminal Avenue, Unit B22",,Ottawa,K1G0Z3,2260017,,"550 Terminal Ave. B22, Ottawa, ON K1G 0Z3, Canada"
-75.7073491,45.4138329,321017025,9656071,Bronson Pharmacy,1-192 Bronson Avenue,,Ottawa,K1R0E7,2285121,,"192 Bronson Ave #1, Ottawa, ON K1R 0E7, Canada"
-75.6496162,45.4133785,321011949,206798,Wal-Mart Pharmacy,450 Terminal Av,,Ottawa,K1G0Z3,2365441,,"450 Terminal Ave., Ottawa, ON K1G 0Z3, Canada"
-75.6967571,45.4128371,321013546,5367756,The Medicine Shoppe Phmcy #271,381 Kent Street,,Ottawa,K2P2A8,2410561,,"381 Kent St, Ottawa, ON K2P 2A8, Canada"
-75.6931552,45.41191,321017227,9779475,Shoppers Drug Mart #1428,1-455 Bank Street,,Ottawa,K2P1Y9,2424257,,"455 Bank St #1, Ottawa, ON K2P 1Z1, Canada"
-75.7072206,45.4107095,321013668,5568272,Somerset Drugs,708A Somerset Street West,,Ottawa,K1R6P6,2275665,,"708 Somerset St W, Ottawa, ON K1R 6P5, Canada"
-75.6928977,45.410371,321016260,9017672,Flora Medical Pharmacy,2-500 Bank Street,,Ottawa,K2P1Z4,2427937,,"500 Bank St unit 2, Ottawa, ON K2P 1Z4, Canada"
-75.7080026,45.4102976,321013137,4680072,Lyan Pharmacy,752A Somerset Street West,,Ottawa,K1R6P8,2442449,,"752 Somerset St W, Ottawa, ON K1R 6P7, Canada"
-75.6784103,45.41021,321016588,9310159,Pharmasave Main Pharmacy,141 Main Street,,Ottawa,K1C5V9,2290737,,"141 Main St, Ottawa, ON K1S 1C1, Canada"
-75.7089333,45.4100182,321017128,9722838,Chinatown Ideal Pharmacy,770 Somerset Street West,,Ottawa,K1R0E9,2269425,,"770 Somerset St W, Ottawa, ON K1R 0E9, Canada"
-75.7104962,45.409733,321015208,7720914,Ottawa Medical Pharmacy,797 Somerset Street West,,Ottawa,K1R6R3,2407153,,"797 Somerset St W, Ottawa, ON K1R 6R3, Canada"
-75.7116469,45.4092993,321015209,7722958,Clinic Pharmacy An,100-829 Somerset Street West,,Ottawa,K1R6R4,2424353,,"829 Somerset St W #100, Ottawa, ON K1R 6R4, Canada"
-75.6571764,45.4087518,321012130,2562836,Shoppers Drug Mart #639,1559 Alta Vista Drive,,Ottawa,K1G0E9,2339185,,"1559 Alta Vista Dr, Ottawa, ON K1G 0E9, Canada"
-75.6781092,45.4086742,321012163,264911,Watson's Phcy & Wellness Centr,192 Main Street,,Ottawa,K1S1C2,2391889,,"192 Main St, Ottawa, ON K1S 5H1, Canada"
-75.7057463,45.4071411,321012768,40137,Bell Pharmacy,737 Gladstone Avenue,,Ottawa,K1R6X4,2290705,,"737 Gladstone Ave, Ottawa, ON K1R 6X4, Canada"
-75.7093896,45.4071234,321017034,9661715,Pharma Can Drug Mart,71 Willow Street,,Ottawa,K1R6V9,2259185,,"71 Willow St, Ottawa, ON K1R 6V9, Canada"
-75.6262505,45.4061269,321013058,4541,St. Laurent Ideal Pharmacy,1717 St. Laurent Boulevard,,Ottawa,K1G3V4,2381857,,"1717 St. Laurent Blvd, Ottawa, ON K1B 4S6, Canada"
-75.7122156,45.4054477,321013790,5764755,Preston Medical Pharmacy,225 Preston Street,,Ottawa,K1R7R1,2368561,,"225 Preston St, Ottawa, ON K1R 7R1, Canada"
-75.6897449,45.4048361,321014636,6977676,Shoppers Drug Mart #1258,700-702 Bank Street,,Ottawa,K1S3V2,2263249,,"702 Bank St Suite 700, Ottawa, ON K1S 3V2, Canada"
-75.6369114,45.403861,321016071,8797395,Carerx Ottawa Perley,1750 Russell Road,,Ottawa,K1G5Z6,2396641,,"1750 Russell Rd, Ottawa, ON K1G 5Z6, Canada"
